Commental title,Review main body
Squid game,"Focus: I want to play games! Netflix took this drama in Korea, the most popular form is very popular, and it's nothing more than or challenge the human nature. But this film still has a point, I feel that everyone is discussing how the male is the winner? Bended? But this is not the original intention! I think that this film is in the ""old man"" his contradiction, the contradiction between humanity! without"
"Life is like a play, social book is unfair",/
"Fire all over the Internet, who hasn't seen it yet?","Say a shocking thing. This year, the investment in Net Flying in South Korea has exceeded 70 billion won, and it is more than 3.84 billion yuan. Such huge investment, it is not difficult to see that the South Korean market has become the center of gravity in Asia. It is also a very proud thing for Korean actors. So our naked eye can be seen more and more"
Squid game,/
Squid game,/
Wonderful unique imitation,/
"Analysis of binary opposition in ""squid game""",/
The last episode of Korean drama is not the first time.,"""Squid Game"" - The last episode of Korea drama is not the first story setting is: a losers (456), for a variety of reasons, owed a butt, forced, Entered a game with rich people, on the island closed on the sea, change the fate through the game. 456 individuals represent 100 million won, almost 550,000 yuan, in these rich people"
"Life is like a play, just like a squid game","This show is recommended to have a certain social experience, and the gameability may not be as good as Alice, but each game has its practical significance. I don't agree that some people say that Li Zhengzai took this drama to waste acting, which is precisely with a wide range of people and depths can receive this role. In my opinion, the order of the six games is a different stage of life. First game, one or two three, wood"
A very good fade,"Rating usually has reference and comparison, watching TV dramas or movie scores, especially horizontal contrast. The American Korean drama of this milk fly, still has a giving standard. No way, other don't talk, even if the scale is also very ""sticked"". If my country's release of the scale, let this type of work will return to real life, then my country has actually have a lot of outcomings, and there will be more dramas."
Do you really have a squid game?,/
Extreme conditions go to the deep humanity,"In fact, I feel a little bored because KL looks. I have to say that it is a very interesting TV series that has a big shot style. Do not discuss any possibility of any this game, the slot point is a bit more. Just records a few deep impression. South Korea has never shifted complicated humanity. I think the scriptock must be in this case when writing the script."
Mediocrity is not guilty,"I put this ""squid game"" is definitely a mediocrity of this year. For the big escape type movie, I have always been a relative, because I don't think there is no movie to surpass ""big escape"" first Department, this is why this type of movie is collectively reflected in the reasons for the film, ""squid game"" has set off an uproar and great wave, here is there to mention his director Huang Donghe Huang Guide, this small"
Squid game,"[Squid game] people who have no money, participate in the game. People with money, treat others as the game. Because of various reasons, they owe a high debt. In order to return these money, they have no exception to come here, through the game, earn the game amount. Win people take money, but lost people betting is their life. Play games, perhaps simple, some we have also played, just in front of life and death"
Money 3.9,"He looks like a good person, good father, his son, he is a changed gambler daughter birthday, he stole the mother's money to gamble, I want to take a child to eat well, I will be able to win, I will win, I want to win more. How much it is not easy to win the horse race, and I can't eat the poor little girl who can only eat rice cake. The little girl is still so sensible."
Mature plaque,/
"Former part of Korean film texture, the second half is falling into Korean draft",/
BUG,"1 The police trace the bread team is so close, no car saw, the anti-part. 2 There are more individuals in the van. No one has found that the police will get off the bus so long, no one is asking if no one is waiting for him. 3 The police will kill people without psychological burden, this is in the black Korean police! 4 The purpose of monitoring is just the exclusive background diagram of black masks, the role is 0.5 black masks clearly from the ground to see the death of death."
Non-human internal volume,"If you are full of yours, you can grab your own resources. If you can't grab it back, you can only blame you yourself, and the big giants only care for each other, keep each other. Even if you decide a winner, I finally got a piglet storage tank, and life would also be under the monitoring of the giant. All livelies are struggling in this game field, and a pick-up one is one. Underlying"
Squid game,/
"About the squid game, some want to say (with spoiler)",/
Several questions,"1. How many times is this game? What is the cause? 2, the police's brother as a winner of the game became the person in charge? 3, Kong Liu is related to the game and the only one of the appearance is what role? 4, how many staff members are recruited? 5. Is there any death? 6. Why is the man who steals her mother's money?"
Make a fan of male,"The spoiler reminder is also a man who hasn't seen such a Millennium lotus for a long time. Don't be close to the upper and lower, it will become unfortunately; first, the recent three women are marga, mother is dead, my daughter will change people, and then send a small friend The enemy opponent all grams. Anyone just wants to be with the male, you will send it in the game, because our male is good, don't have a black hand, let others suffer from my throne. originally"
Spoiler,"After reading it, it is really shocking and speechless. He simply sacrifice the man's people, it is really awkward. It is that he is not willing to act as the scorpion, but the heart is not completely pure but others"
"I want to watch IQ rolling, not childish home",/
Awards ......,"Concept of Korean drama: sweet, sweet, sweet dead"
About some ...,"Looking forward to the second quarter! I don't know if there is any special to fill some small pits to see that I will understand the plot everywhere, such as: When the light is off, I will stop the game. The game will stop. Qi Xie jacket said ""I can't see you at least others,"" 001 is also very intriguing ""001"" 001 ""Due to the experience of the game and the justice police"" is also very intriguing """
"If you don't cover your husky, you still look good.","8_Related 1-6 episodes, violent aesthetics + double line parallel, very nervous, I still like it. Especially the police line, cruel humanity, seeing my sweat coming out! Moreover, the game's arrangement is also very interesting, the rules of naive and penalties are stark contrast, the foundation is very large, people are very small, the taste is coming __ is a full blister, it is very easy. Guess, surprises"
After reading the end,/
Analyze the characteristics of men's character,"1. The minimum kindness in the rules of the original jungle have always been awe of life, which can reflect that he has a long-lasting kindness in facing life and death issues. Regardless of how the situation has always hoped more people alive. However, in a civilized society, it is necessary to achieve a kindness that is not able to achieve, such as really doing the life of life and death. 2, stupidity is not thinking before each game"
"800 million discussion, Tu Luo Tanian, this cool murdered!","Weibo topic discussions are as high as 870 million, and the long-term steady soybean popular audio and video is first. ""Squid game"" is completely fire. This episode of Nafei has brought together Korean top production lineup. Director Huang Donghe, which was previously directed ""the furnace"" ""Nanhan Mountain City"" ""strange her"" and many other classic movies. The male master Li Zhengzai, representing the ""New World"" ""and God"", which has long been known for the domestic audience."
"There is a good thing, BUG is more strange","1. First, _____ ¡á_worked the game of Hero-kind, the first time is not the retreat to the positioning, but I am looking for my own brother? __2. Men's position is a saint, but the glass ball game is still sacrifice the old man? Although the old man is BOSS3. A soldier is none, even sneaked, I don't know, the soldier is selling organs, this organization is unable to break the gap 4."
Awards - Real Foundation in the world,"Undoubtedly, ""squid game"" is a colorful episode that is worth watching. The actor is configured, and the big color gathering. The expression of delicate and realistic, plus the Korean drama used to use the more familiar ""symphony + high-level"" configuration, so that the whole drama exhibits an incompetent texture. Unfortunately, there is regret. A excellent episode, just concentrates in a word. Throughout the Korean drama of the TOP series (this"
Does the life of rich people are so boring?,"I didn't think that the old man was ""big boss"", and the life of rich people is so boring? Can't understand, the current cognition is also understood ... I saw that I thought of Ma Yun ... I didn't have a colorful life now, but I feel the happiest time at that time ... Every day, I'm looking forward to it every day. The transaction is fresh, there is no extra trivial matter, worry-free"
Same game,/
Good humanity experiment,"After a breath, I read ""squid game"", gray often, although the last episode is slight, but does not affect the small shock of the whole episode, Douban 7.8, I think the fraction is worth 8. The story tells about the death game of life and death, 456 negative money and someone who has signed the organ donation to go through the involvement, and only one road is lost: death. And 1 person representative"
There is no need to take the heart of the brain,"The refreshing drama of the big escape ... does not analyze the connotation, saying that the drama has an old set, and the good person's bad guys defines the face of the Men and the Madrus and the behavior is logical. My mother has never seen my distressed, so I am so good to the strange uncle; stealing my 400W pickup hand turns like this, I don't want to think that she doesn't steal you, you don't have to make this game; there is no male second pull , And tug-of-war"
Everything is fun?,/
Total,"After reading it, this drama is mainly a big escape, 456 people play six child games. Many people say that the male is lying down, I feel is not. Although every time it is the last moment of victory. Black masks have equal equality, everyone must abide by the rules of the game, that is"
"the more you hope, the harder you fall",/
"The schematic and penalty is not enough, you can't promine the drama.","The whole drama is full of tragedy, and every game is extremely selected, either life or die. First, people who participate in this game have no exception, or have a huge liability, or you want to get the most money through the fastest way. There are only two ways of these people to choose or carry their debts until they die; either a successful riche. Secondly, each drama"
Medium with electric saw,/
"The game ends, he said, ""Why do you want this?""","Started with the man's character, good gambling, but the family is very concerned about, through the intersection between the characters, the main character and the relationship between the main characters are clear. A person such a liability of the man has no unexpectedly participated in this squid game. One side is a nervous game, accompanied by the blood and full of blood. On the side of the palm of the paper drunken, they are flat."
He treats everyone as a livestock,"The people in this, if they treat them as a livestock, but will cherish it very much of the humanity that occasionally director. Just like normal people ""the beginning of humanity"", in this drama, those red people, green people, can have some kindly, which makes ""guest officers"" excited. Looking at the marketing number on Weibo, it is praised in the sentence, I doubt that it is big."
"Director, you like a bureau, go to the Maldives to drink Mojito",/
"More relatively relatively very fresh ""We doing the genius""","The person in the protagonist is really acceptable, talking about men. Shangyou lives in everyone's eyes, is the mother's hope is the pride of the double-door cave, admitted to the University of Seoul to learn finance, entrepreneurial, almost all the life goals of all Chanmen students. My brother is almost like this. He is a child of three aunt's super-life, for this child's national fugitive"
Game continues,/
"Go high, you can",/
Is it excessive interpretation or you didn't pay attention?,"The surface looks human nature, severe interpretation is the gentle zz, I think the director is most interested in expressing the world's liabilities in Korea. Starting 42 minutes and 52 seconds in the ninth episode, ""my country's family liability rate is rising, and it is still the best in the world. According to the International Bank and South Korea's bills, the ratio of the total domestic production and family liabilities in Korea is"
The game rules itself,"Mid-Autumn Festival has finished the squid game, and the sense of experience is worthy of affirmation, violence, suspense, bloody, full rhythm and think. This kind of black drama has seen the three sizes of three, respectively, sweeping the storm and squid game. Different stories and styles, but present some similar thinking. Here is the squid game. The squid game itself is 456 real society's debts"
Childhood,"Children's game, concise say, have become extinct species. - ""The Disappearance of Childhood"" After reading the ""squid game"", I just opened the sixth episode. 123 wood people, slide, _ sugar and neighborhoods, will continue to flow in a generation of children, of course, children will have new games, new generations will have their happiness, Such as the glory of the king"
"Humanity is evil, kind is the fruit of civilized society","In fact, I think this drama director is most want to tell people that people are not a one-sided, can't use simple good and evil, good and bad to distinguish from people to simply summarize. The advanced ""animal"" is complicated, a kind side, a selfish side, has a generous side, an evil side ... people often act as a different role in different environments, while the character is different Their purpose"
"Humanity is evil, kind is the fruit of civilized society","In fact, I think this drama director is most want to tell people that people are not a one-sided, can't use simple good and evil, good and bad to distinguish from people to simply summarize. The advanced ""animal"" is complicated, a kind side, a selfish side, has a generous side, an evil side ... people often act as a different role in different environments, while the character is different Their purpose"
"The Chengxun of the double-door hole is not white lotus, but it is abused.","Douban 5 years, the first film review is given to the squid game, the cause is to see the DISS male owner is still established, I want to talk about your opinion, what to write, what to write, ready to add. Li Zhengzai is a play. I am his fans. I naturally attach a good sense of the man, but I think I am more fascinated by the men of the man. This kind of Cheng Xun is the best, the most identical script. Existence, this is also"
Refreshing,"Anyway, look at a cool drama, it's cool. What kind of social depth, what map reality, whocares. It is said that some plots can not stand the scrutiny? Maybe it is most unpredictable, it is some of the people of the male master. Before entering the game, I feel that there is not so just right, after entering the game, most of the human flash points are in him, always feel some paving. but"
The story is too dragged,/
"Why is ""squid game"" so","Why do we like to set a competitive movie? In fact, most viewers know that this film is set, emotionally, dog blood, full of intentional unintentional excessive interpretation. But this type of content is increasing, more popular. Introduction to a sentence: 456 people are taken to the desert island to participate in the gaming game, the winner will receive 45.6 billion, and the land is lost on the spot. Nets have infinite streams, movies from the big escape"
"Children's real game, sinful killing","1. Use the most child real game, the worst kill, until the end is because there is no fun, I want to find a friend to review the past, plus a bunch of visual seek to seek stimulation"
69 Beautiful number? ? ? ?,/
"Let us play a game, called ""love""","Nice big escape work, although Qing although it is blue, it is better than blue, or is not simple: 1. It is tight enough to stimulate. The big escape works, first let the audience will feel the tension stimulus of life and death with the protagonist. This is the necessary elements that come into the subject, ""squid"" is also satisfied. 2. Complex people. In the big escape work, help the characters complete the figure,"
Squid game,/
"The plot is bad, so it is high, the name is negative","Three days, I know the hot list, and I have to buy hot search, I don't want to change a good scriptote, a whole, my slim story. Whether it is the mirror or the picture, it is calculated in the episode film and television works. Nice. But the plot is really phased, it is slime. The role of the role is thin, the protagonist is fails, and a person who does not take care of his mother, it will take care of it in the game."
Just cloth,"I want to know if there is a perfect answer to the 1st, I don't think that you, my last is really not playing, can you win or say that No. 1 is originally going to make a man win. In fact, I can understand it before this, but when he is confused, honestly said that I am a little disappointed. Women are very touching, but I think it is not enough. The same thing of the beauty, I also feel inexplicable, too wareger, I think"
That's,"Catch this from ""Alice, the country of the country"", and open this drama. I can't say that the loss is expected, I can only say that. I don't know how many people have seen the animation of the ""gambling hypothesis"" series, whether it is from the level design, plot reversal (these two seem to have no reversal), male master, or organic motivation, background . These two dramas are really down. Logic is not strong enough."
Not looking at it at all. Three points.,/
Some people have humanity,"It's really a disgusting drama, and photography actor lighting clothing costume screening lottery makeup recordings are very good. But why do you want to shoot such a story? Is the focus on TA horse crazy publicity? The last game of this film is the essence of the story. This kind of essence is terrible, I believe that hundreds of people have encountered that similar situation, then do you have a helping hand? Anyway, I don't have"
The last episode real time,/
"The squid game actually has a corresponding realistic image, which is not cold.","After reading it, I feel that I do very well in addition to the last episode. Some people think that the level is too simple, but I think is the image behind it. Everyone says, it is actually reflected in the reality, but the specific every sentence is too tired, I will tell the overall summary , The following body - the squid game makes me feel that cold and chestnut, is the image behind it. capital"
"The game is good, but the protagonist and the police have too much slots, exaggerated is a failure.",/
"What is the quality of the male land, let the ultimate BOSS value",/
No one can see political metaphor?,"Isn't this a metaphor of today's South Korea? Does the game viewers are not the big country such as the United States, the mask is alive, especially in English and Chinese ""good rain knowledge"", too obvious. Korean power valves and political high-level, actual only the big country intention, the game designer and the actor metaphor. Game participants metaphor the underlying people, crazy internal volumes are only for climbing to the upper layer, lack"
Creative learning notes self lying 210926,"How did this story? How to learn and copy? This non-realistic story is very savvy, where the reality is taken and image. The story of the story itself, in a sense is the ultimate presentation of a happy book or some creative games in the New West travel. I think another film ""hunger platform"" in the first two years. [Hunger platform] is also"
"""That is behind""","The ambitions such as squid games will be introduced, the audience is expected, the end of the world and therevelation, the sacred and salvation, etc., quadruple. However, this time I think is quite interesting because it is always about the words of numbers (sorting). The father is the first number, the man is the last figure, this mystery may have come from the ""New Test"" text, the beginning of the Greek alphabet"
"The story is general, can only be considered the next foreplay","Amount, if the male is the child of the innocent gas transport, then this drama is doing a man, and it is not difficult to accept the ease of being able to accept the man's master. Because I didn't have seen the ""gambling silent record"" before this, I feel that it is necessary to accept it, just ... the story is general, but it is still a ""waste"" like a male, how to fight ""anti-send"", after all What is the ability?"
The Jungle Rules,"After reading the feelings, there is still a breath. After the throat, the deepest feeling is that the actor's heeled angle is very good. The scene is also very profound. Most metaphors do it. It is a very deep drama / First write, I don't feel unsatisfactory. It seems that this survival game mechanism has a very engraved mode. I can see that many other film and television are also seen from this drama."
"""Li Teng's Logan Remaining Remaining Story""","I am old, gambling, sorry for children and child fucking, fraudulent elderly also vibrate the word, but I know that I am a good person; the light of the gun and the Father have won 46 billion won. Hello everyone, I am a son of my face, I'm a song, I will come back next time. The above is a summary of the plot of the new drama ""squid game"". Kong Liu _ Li Bingxian _ Li Zhengzai = 0, the title is better to change to ""Li Technology's laid-off"
Northeast of a pot of jumping wall material,"The actor is very excellent, everyone is very dedicated, in Korea, this dinner is not so easy, everyone is very fluent, it is very investment. Toracket, light, road, set of these, are also a large-scale hand. The plot begins, it is high energy, layer promotion, large scale, like reading cool text, does not consider at least the same start with the island country, at least very nice. However, the story is"
"""Squid Game"" is written casually",/
Capital game,/
"""Squid game"" is cool, and there are not many other requirements.","Characters 1. The men's post-late personality is too large, the contradiction between the men's owners and the male seconds is too exaggerated, and the white lotus system is exaggerated, because he gambling, do not ask for the mother, play game cheating itself Prove that he is not a kind person, but in order to make a conflict with the male second, increase the drama tension, because Jiang Xiao's death and questioning the death of the glass factory and the conflict of the male second"
"Want to see the cousin of the squid game (thank you for the ""three big mountains"" on the work of the working people)",/
"One night, the tumpet tag, this cool ""killing""","Netflix produced new dramas, many people feel that they are still unfained, and it is very cool! Today, I will say this new drama! ! ! ""Squid Game"" _____ This film starring, Qinglong Yidi Li Zhengzai, Li Shuzhen doesn't have to say more. I believe he as a mature actor, picking the eyes and judgments of the work. Uncle has been running, but the state is maintained very well, no oil"
Personal feels less than two-thirds?,/
"Sorry, I just want to find a reason to kill you ...","The horse and tiger have read the whole process, even though the attitude of appreciation should be serious, I can't help but distract. Gambled a childhood game, including a good memory, is also a warning for adults. People who have seen the ""Animal World"" will seem like to have met this work, both describe those who struggle in the bottom of society, the future is embarrassing, in order to satisfy the desire to participate in the rich"
Let us raise the shovel,/
"This is a preparation bonus for so many capital planning games, but there is no more money to monitor the story.",/
About the deep thoughts behind the fire film,"Netflix new episodes [squid game] I have seen too many themes that caused this drama to have no colorful places ... compared to the flat, it is mainly in the director to make the game that everyone has played into a killing game is not enough. Compared to the sense of sensory stimulation, it is not enough to burning brain stimulus, which is good at describing the humanity of the director of this drama is not completely complete, almost reasonable."
"Squid game, male master",/
"BUG is too much, you can't understand","Just say a few points. 1. The male owner left the game for a year, and the steel cloth appeared until there was no money (did not take 10000? Maybe the bank's interest is added), then how many billion bonds are still? 2, the first round of the male master kicks him, the third round of the river, theoretically all survivors are killing people, the fourth round, in order to win the game, the male second, for winning"
Equality but can't live,"This drama gives me a big feeling is very full of character character, especially Korean women, Germany, the protagonist, male II, Ali is quite good. Second, a creepy concept that is promoted in this drama: an equal competition for the weak people who can't live in the outside world, here is the most important. 456 people, only one dead, is it because the game is unfair? I don't think"
"Garbage people, even if you give him a chance, he is still garbage",/
Storm Snow Mountain Villa's Game,/
"A high schematic, was corrupted by the male one",/
9/11 before _ [giant tower __] and 20 years later [____] (ÓÐ _ micro _ transmission),"9/11 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ But _ may wish _ Western democratic system according to _ is a man _ social _ to the current _ governance system. Pick up _ read [____] and [Giant Tower __], __ feel _____ Ö® _ Î¢Ãî __. Democracy _ home program is _ is a _ important stand _"
"In the adult game, the underlying person has no gold fingers","Society is like a huge machine of a pyramid structure, consisting of countless individuals, alone is only tiny parts on this machine. This pyramid society can be simply divided into three layers: bottom, middle, and upper layer. The 456 game participants in the play belong to the underlying, the largest population base is the largest, and the risks in the wave of social development, so it is easier to manipulate. Red man, black mask, one"
Four unlike squid games,/
"Don't swear, in fact, we are also ""VIPs""!",/
This is not that people who are joined before.,"So, regardless of a movie, a series, a novel or even a news. Main line or protagonist, must three views to a column search? Or even if there is a ""´Ã"", it must be the incarnation of the pure soul beforehand before The hacking or yourself, which one can now frankly ""unselfish him"", do anything, ""Qing Qing white"" is unselfish? More"
"The last moment of Wu Yi men (refers to the bounar game, it is instant feeling)",/
Netflix's big data drive has once again emerged?,"Fortunately, read the last episode, for a long time, spit for a long time, see everyone in the Douban for a long time, I think everyone is very good, the logic is really everywhere, and everyone has every person, everyone Seven seven eight eights are also written. When I put down my mobile phone, I suddenly thought that the roots of this plot have to be pushed to a certain extent."
Can money buy happiness?,"The man has been asking: Why do you want such a cruel game? The answer wants to come out, in order to have a happy people! It's so cruel, good reality. The ancient Rome's beasts, ancient use of prisoners hunting, all kinds of cruelty is arrogant and alive. People solve the temperature and fullness, there is no pursuit in the material, and if there is no spiritual yearning, it is easy to become a ""mad"""
The protagonist is the biggest failure,/
"Throp the storyline, the sector of Korean drama is increasing",/
The people who were killed were disgusting,/
"After watching the squid game, I can't help but want to say (the drama is careful)","I said that I said that I have seen fraudulent games, gambling silent records, big escapes, etc., said that there is no need to suffer from the Japanese drama, I don't have to see the first one or two wood people. I see the grandfather is big boss, some people Dead grandfather is more excited, and there is no reason for a little unexpected or discomfort, there is no male police. The IQ is too abrupt, so I guessed the big black cat is his brother, this line is also available."
Lack of world views,/
Squid game is over 1 day,"Li Zhengzai's script felt very good __, plus someone said that he looked at this TV series in INS, I have forgotten it, very nice, I want everyone to see, I also see. Sure enough, it is still very good, the screenwriter is still very worrying, and many careful thinking details. The scene is also very modern, and it is also very brought. In this drama, everyone's character is very clear. A comparison"
My poster,"I have a ""squid game"" (Korean: _____, English: squidgame), the original drama of Netflix Korea, which is broadcast in 2021, this drama is ""Nanhan Mountain City"", ""Furnace"", Huang Donghe Directive and screenwriter. Telling the story that happened to the mysterious survival show that the bonus of 4.56 billion yuan of bonuses. Netflix on September 17, 2021"
poor person must have something mean,/
"Open the crack, ending","_ Open the game, in order to pull the high human nature, it is not very exciting, and it is far from the excitement of the opening. Two people are mutual, but unfortunately! On the eve of the night, I would like to join Jiang Xiao to kill the Cheng Xun, who is sleeping, suddenly when winning the final victory."
Squid game - these clues to find big BOSS,"This article has spoiler and careful. Do you have a friend who likes this theme like me? Many years ago, I have seen the fraudulent game taken in Japan, and it is also a similar set, but ""squid game"" is more full of character, and the plot conflict is more exciting. I have a bold speculation from the second episode, until the seventh episode is all clear, now we have analyzed the analysis and analysis of the hidden"
"Don't laugh, the man is actually what we have a gambler.","If you eat, you can make money, you can eat him bankrupt. Looking for rich women / requires the other half monthly income XX 10,000 and so on. If there is such a chance to do in front of you? Is it a gambler? Spray a male gamment, it is estimated that it is the money to take the mother's money. Refutation of 1 male land will be closed after winning the money, not always gambling payment, 2 The money that is smashed by the ear is also handed over to the mother. 3 You have seen a few this"
I have seen wear in the grandfather of Okamoto early.,"My friends I finished, I came to spit this drama. The following involves spoiler, I will tell the second episode, I suspect that the grandfather has a problem, and the two points used by the original are from the first episode: 1 This game is from the protagonist 456, and the protagonist is The last recruiter, the order of their sorting is sorted by time, then I will generate the first question, this look like empty nest"
Squid game is a variety of variety,/
"Is the male master? Yes, it is not entirely","I saw someone saying that ""the man is the real humanity, while the humanity is good."" The child is pursuing good or bad. ""I think this is not completely correct. Suppose the director wants to show such a person, the male is full of morality, saving the death and helping the injury (with the story of some wife and children, I know that my life knows that she can't escape, then she can't hurt the old man, then why male is most"
"Men is a real clown, a literally meaning of clown","After reading it, I have been able to have a high fall, I only feel that the sixth episode can hit the first game. The game does not tell the contestant that the death of the dead is not enough to have a meaning according to the police. What is the meaning of the police? ? ? ? ? ? ? The representative can't stand any position, and there is almost no impact on the plot, and the crushing glass is also tied to Jiang Xiao, which is too hard."
"More terrible than ghosts, people","I spent two days to post ""squid game"" nine episodes. Unlike ordinary big escape scripts, Korea's screenwriter is more novel in the plot, and looks at the childhood game. 123 wood people, tug, jumping house, marble, etc. are all played games, when everyone is still warm and self-recalling childhood, the plot is in the picture. More terrible than ghosts, is a heart. ("
Little thoughts on the top three episodes,/
"The sun, the east, the birds, and the flowers are still far falling.",/
"Before witnessed, they interchanged their names - Write to Jiang Xiao and Zhiying","Jiang Xiao and Zhiying have never slept in the heart of the island. It is surrounded by the boundless waves. This waters will also flow economic island. With the endless dreams of girls, see this dirty and beautiful world ... ""Squid Game"" itself, more than 200 drama praised the spoken spoken spoken spoken spoiler, I would like to say that I can say it. I give it a three-star half, a star gives the scene, a star gives the actor a star to the supporting angle."
"(1) a child game, three symbols summarize all","When I started looking at this drama, I was very confused about the name of ""squid game"". After reading the first episode, I thought it was a game in the game of Korean children, everyone played. Although I don't know if ""squid game"" is representative in the game of Korean children, it is very representative for society! Society is a very complex east"
"Recently, Korean drama can also see this game (including part of the spoiler)",/
"In fact, it is Lao Lai's savage fish.","(This review has a key depression, the unopened friend, please move) First, the identification of friends who have seen, the drama Nafei main guide, the investment is sufficient, the card is gathered, the director relies, the street is undoubted, quite Favorite, but there is no bidding impulse. The reason is that the plot is too obvious. Many episodes suggest too much, and the sound play is also frequent. For example, the first few episodes have judged that the old man is suspected of behind the scene, because 12"
About Bug,/
I think it is necessary to explain why film and television works need logic.,"This drama, the front is not bad, the last two episodes have collapsed. The cause of the collapse is not something else, because the male owner has ranked. The male owner set up, in other words, it is the logic set by the male owner and collapsed. A film works must need a logic. In other words, if you need to get the audience's concession and substitution, you need a logic that meets the scope of normal human understanding. Note: ""Drama"""
"After the view: Although the drama collaps, it is ok. Also objective analysis (for the first time, write comments).",/
"About the fifth level, one is not dying!",/
Rarely quality Netflix Korean drama,/
"Squid game, please help solve the riddle (look forward to the second)","To be honest, this is a lot of things that have not been explained, or there are many things I have not understood, and those who understand it can give me a message below. I will answer, why is the old man is 001, male protagonist Is 456, whether the actor is the first champion? The second thing, the old man said is to create a game because he is bored with his peers, in order to find fun. But the game is strong"
"That's too much, so I can only write a post.","1. I didn't recognize Li Zhengzai. This person is simply subversive. What is the Father? The body does not know if the mother is tetanous ... The last final, said to see the daughter, but also a good voice ... see Jiang Xiao (the first episode stolen his gambling horse to win the money) dead ... more than see yourself mother"
"Not good, but I always feel that it is cheated.",/
Spit,/
Spicy squid self-name (full spoiler),/
"""Escape"" + ""Hunger Game"", next season guess",/
"The desire to expand, drive people to participate in the bloody ""squid game""","Remember two books on your brother's table? One is the ""desire theory"", one is ""Renemagrete"" desire to interact, including dreams and greed. Renemagrete is a surrealist painter. Describe the contradictions of subconscious, life and death, the past and the future, and truthfully with illusion. Game participants, are people who have lost their souls in the past"
"Child game change dreams - ""squid game""","Talk to Korean drama ""Squid Game"" today. The tablets Squidgame / Roundsix (2021), the sixth round of the alias. On September 17, Netflix, a streaming medium, on 190 national countries, China's ""Furnace"" Director Huang Donghe's new original drama ""squid game"", story focusing human origin and social class gap, causing the broadcaster Warming. A group of people for 45.6 billion won"
Take this film at the perspective of 001,/
All the defeats of all the themes of the big escape,"All the themes of all the big escapes. It is the disparity between the host or the behind-the-scenes and the contestants. The status gap is large, and it is between humans and anti. The last life opportunity, the last reward, the huge bonus. All of these final winners can be deprived by the behind-the-scenes. The behind-the-scenes is cold, sly, cruel. Then they don't follow the agreement"
This drama is barely and,"Sports Division comes to review the poor reference, full of full drama, and see it. Too destroyed me, I was so sweet that Li Dadei is suitable for the ""viewing"" inside the Shoujun, and the drama has a stupid and sweet, but also uncle's acting can hold, but finally It is swollen that a pink hair is swollen. Almost no smart, especially the last"
"Just write ""squid game""","At the end of the 9th episode, the old man lying in the bed said that the poor and family wealthy people in the body are all in the same point. This sentence seems to be very reasonable, the rich life can meet all the desires they want, and the desire of the poor is not satisfied. Living in the end is boring, just like this is reasonable. Old man has also been"
"From the cool angle, I give 4 stars","I admit that this show is excited, let go of the background setting, mainly the mysterious people of the male master, so I tried to rush into the screen, he said, the protagonist is really too much, I want to say The protagonist is the Virgin + intelligence + precision + weak chicken. . . The money wins the money is stolen, more than 20,000 is not less, but the protagonist does not consider the alarm, give the daughter a gift, nor to be demolished in advance."
Cool point of the whole drama,"I don't think about it. I last foremost last night. I recalled now. The only thing I remember is that Huang Junyi is adjacent by foreign old men. I like to watch handsome guys, especially the uniform thief, I feel red. The garment is also very handsome, the whole drama is not innocent, the top 6 episodes are still good, feeling from the seventh episode, the man is a stupid, Zhi Yong, I still want to do a good job, this"
Don't numb this subject,/
Don't numb this subject,/
Three stars gave actors,/
Poor imitation,"No core. greedy? good? trust? betray? Experience formation behavior? What is the behavior of character? What is the behavior of desire? Everything is written, but I didn't catch a point. Even the end is inexplicably. The easiest, the beginning describes how many past experiences in the protagonist, obsessed with your mother and daughter. But after the beginning, these points affect the protagonist behavior, even if one"
Reflections on human nature,"When I finished this drama, I can't wait to think of various net reviews, unexpectedly, the audience is flat. Full of the details of the vulnerability, make people tongue the characters set, thousands of protagonists, the plots of the standing, the plot of the feet, and the extensive ending of the typical Korean drama, all are not spit. The man is sprayed, and a properly ""holy girl"". one"
Is the capitalist earned so much money?,/
"More cruel than games, is human nature","""Squid Game"" is directed by ""furnace"" director Huang Donghe, Shandi Li Zhengzai starring, Kong Liu, Li Bingxian passenger string, actor's lineup is strong, plot is also very bloody. This game that takes life to gamble is not fresh, such as Japan's ""big escape"" ""Alice of the country"" ""Gambling Apocalypse"", the United States has ""hunger game"", ""heart panic"". ""Squid Game"" is not repeated with the wind,"
"More terrible than ghosts, people","I spent two days to post ""squid game"" nine episodes. Unlike ordinary big escape scripts, Korea's screenwriter is more novel in the plot, and looks at the childhood game. 123 wood people, tug, jumping house, marble, etc. are all played games, when everyone is still warm and self-recalling childhood, the plot is in the picture. More terrible than ghosts, is a heart. ("
